,abstract,doi
0,Many complex spike cells in the hippocampus of the freely moving rat have as their primary correlate the animal's location in an environment (place cells). In contrast the hippocampal electroencephalograph theta pattern of rhythmical waves (7-12 Hz) is better correlated with a class of movements that change the rat's location in an environment. During movement through the place field the complex  spike cells often fire in a bursting pattern with an interburst frequency in the  same range as the concurrent electroencephalograph theta. The present study examined the phase of the theta wave at which the place cells fired. It was found that firing consistently began at a particular phase as the rat entered the field but then shifted in a systematic way during traversal of the field moving progressively forward on each theta cycle. This precession of the phase ranged from 100 degrees to 355 degrees in different cells. The effect appeared to be due to the fact that individual cells had a higher interburst rate than the theta frequency. The phase was highly correlated with spatial location and less well correlated with temporal aspects of behavior such as the time after place field  entry. These results have implications for several aspects of hippocampal function. First by using the phase relationship as well as the firing rate place cells can improve the accuracy of place coding. Second the characteristics of the phase shift constrain the models that define the construction of place fields. Third the results restrict the temporal and spatial circumstances under  which synapses in the hippocampus could be modified.,10.1002/hipo.450030307
0,For reliable stimulus identification sensory codes have to be robust by including redundancy to combat noise but redundancy sacrifices coding efficiency. To address how experience affects the balance between the robustness  and efficiency of sensory codes we probed odor representations in the mouse olfactory bulb during learning over a week using longitudinal two-photon calcium imaging. When mice learned to discriminate between two dissimilar odorants responses of mitral cell ensembles to the two odorants gradually became less discrete increasing the efficiency. In contrast when mice learned to discriminate between two very similar odorants the initially overlapping representations of the two odorants became progressively decorrelated enhancing  the robustness. Qualitatively similar changes were observed when the same odorants were experienced passively a condition that would induce implicit perceptual learning. These results suggest that experience adjusts odor representations to balance the robustness and efficiency depending on the similarity of the experienced odorants.,10.1016/j.neuron.2016.09.004
0,The motivation to seek social contact may arise from either positive or negative  emotional states as social interaction can be rewarding and social isolation can be aversive. While ventral tegmental area (VTA) dopamine (DA) neurons may mediate social reward a cellular substrate for the negative affective state of loneliness has remained elusive. Here we identify a functional role for DA neurons in the dorsal raphe nucleus (DRN) in which we observe synaptic changes following acute social isolation. DRN DA neurons show increased activity upon social contact following isolation revealed by in vivo calcium imaging. Optogenetic activation of DRN DA neurons increases social preference but causes place avoidance. Furthermore these neurons are necessary for promoting rebound sociability following an acute period of isolation. Finally the degree to which  these neurons modulate behavior is predicted by social rank together supporting  a role for DRN dopamine neurons in mediating a loneliness-like state. PAPERCLIP.,10.1016/j.cell.2015.12.040
0,,10.1016/s0306-4522(97)00049-3
0,Cognitive inhibitory control the ability to rapidly suppress responses inappropriate for the context is essential for flexible and adaptive behavior. Although most studies on inhibitory control have focused on the fronto-basal-ganglia circuit we found that rapid behavioral stopping is enabled  by neuronal inhibition in the basal forebrain (BF). In rats performing the stop signal task putative noncholinergic BF neurons with phasic bursting responses to the go signal were nearly completely inhibited by the stop signal. The onset of BF neuronal inhibition was tightly coupled with and temporally preceded the latency to stop the stop signal reaction time. Artificial inhibition of BF activity in the absence of the stop signal was sufficient to reproduce rapid behavioral stopping. These results reveal a previously unknown subcortical mechanism of rapid inhibitory control by the BF which provides bidirectional control over the speed of response generation and inhibition.,10.1038/nn.4110
0,Most glial cells show pronounced migratory abilities and generally follow axonal  trajectories to reach their final destination. However the molecular cues controlling their directional migration are largely unknown. To address this we  established glial migration onto the developing Drosophila leg imaginal disc as a model. Here CNS-derived glial cells move along nerves containing motoaxons and sensory axons. Along their path glial cells encounter at least three choice points where directional decisions are needed. Subsequent genetic analyses allowed uncovering mechanisms that escaped previous studies. Most strikingly we  found that glial cells require the expression of the repulsive guidance receptors PlexinA/B and Robo2 to prevent breaking away from the nerve. Interestingly the repulsive ligands are presented by the underlying leg imaginal disc epithelium which appears to push glial cells toward the axon fascicle. In conclusion nerve  formation not only requires neuron-glia interaction but also depends on glial-epithelial communication.,10.1016/j.devcel.2016.11.016
0,,10.1016/0006-8993(71)90358-1
0,Neurons can produce action potentials with high temporal precision. A fundamental issue is whether and how this capability is used in information processing. According to the 'cell assembly' hypothesis transient synchrony of anatomically  distributed groups of neurons underlies processing of both external sensory input and internal cognitive mechanisms. Accordingly neuron populations should be arranged into groups whose synchrony exceeds that predicted by common modulation  by sensory input. Here we find that the spike times of hippocampal pyramidal cells can be predicted more accurately by using the spike times of simultaneously recorded neurons in addition to the animals location in space. This improvement remained when the spatial prediction was refined with a spatially dependent theta phase modulation. The time window in which spike times are best predicted from simultaneous peer activity is 10-30 ms suggesting that cell assemblies are synchronized at this timescale. Because this temporal window matches the membrane time constant of pyramidal neurons the period of the hippocampal gamma oscillation and the time window for synaptic plasticity we propose that cooperative activity at this timescale is optimal for information transmission and storage in cortical circuits.,10.1038/nature01834
0,There is a popular belief in neuroscience that we are primarily data limited and that producing large multimodal and complex datasets will with the help of advanced data analysis algorithms lead to fundamental insights into the way the  brain processes information. These datasets do not yet exist and if they did we  would have no way of evaluating whether or not the algorithmically-generated insights were sufficient or even correct. To address this here we take a classical microprocessor as a model organism and use our ability to perform arbitrary experiments on it to see if popular data analysis methods from neuroscience can elucidate the way it processes information. Microprocessors are  among those artificial information processing systems that are both complex and that we understand at all levels from the overall logical flow via logical gates to the dynamics of transistors. We show that the approaches reveal interesting structure in the data but do not meaningfully describe the hierarchy  of information processing in the microprocessor. This suggests current analytic approaches in neuroscience may fall short of producing meaningful understanding of neural systems regardless of the amount of data. Additionally we argue for scientists using complex non-linear dynamical systems with known ground truth such as the microprocessor as a validation platform for time-series and structure discovery methods.,10.1371/journal.pcbi.1005268
0,How long does it take for the human visual system to process a complex natural image? Subjectively recognition of familiar objects and scenes appears to be virtually instantaneous but measuring this processing time experimentally has proved difficult. Behavioural measures such as reaction times can be used but these include not only visual processing but also the time required for response  execution. However event-related potentials (ERPs) can sometimes reveal signs of neural processing well before the motor output. Here we use a go/no-go categorization task in which subjects have to decide whether a previously unseen  photograph flashed on for just 20 ms contains an animal. ERP analysis revealed  a frontal negativity specific to no-go trials that develops roughly 150 ms after  stimulus onset. We conclude that the visual processing needed to perform this highly demanding task can be achieved in under 150 ms.,10.1038/381520a0
0,In the vast majority of brain areas the firing rates of neurons averaged over several hundred milliseconds to several seconds can be strongly modulated by and provide accurate information about properties of their inputs. This is referred to as the rate code. However the biophysical laws of synaptic plasticity require precise timing of spikes over short timescales (<10 ms). Hence it is critical to understand the physiological mechanisms that can generate precise spike timing in vivo and the relationship between such a temporal code and a rate code. Here we propose a mechanism by which a temporal code can be generated through an interaction between an asymmetric rate code and oscillatory  inhibition. Consistent with the predictions of our model the rate and temporal codes of hippocampal pyramidal neurons are highly correlated. Furthermore the temporal code becomes more robust with experience. The resulting spike timing satisfies the temporal order constraints of hebbian learning. Thus oscillations  and receptive field asymmetry may have a critical role in temporal sequence learning.,10.1038/nature00807
0,When spinal circuits generate rhythmic movements it is important that the neuronal activity remains within stable bounds to avoid saturation and to preserve responsiveness. Here we simultaneously record from hundreds of neurons  in lumbar spinal circuits of turtles and establish the neuronal fraction that operates within either a 'mean-driven' or a 'fluctuation-driven' regime. Fluctuation-driven neurons have a 'supralinear' input-output curve which enhances sensitivity whereas the mean-driven regime reduces sensitivity. We find a rich diversity of firing rates across the neuronal population as reflected in a lognormal distribution and demonstrate that half of the neurons spend at least 50 % of the time in the 'fluctuation-driven' regime regardless of behavior. Because  of the disparity in input-output properties for these two regimes this fraction  may reflect a fine trade-off between stability and sensitivity in order to maintain flexibility across behaviors.,10.7554/elife.18805
0,The basal ganglia have been shown to contribute to habit and stimulus-response (S-R) learning. These forms of learning have the property of slow acquisition and in humans can occur without conscious awareness. This paper proposes that one aspect of basal ganglia-based learning is the recoding of cortically derived  information within the striatum. Modular corticostriatal projection patterns demonstrated experimentally are viewed as producing recoded templates suitable for the gradual selection of new input-output relations in cortico-basal ganglia  loops. Recordings from striatal projection neurons and interneurons show that activity patterns in the striatum are modified gradually during the course of S-R learning. It is proposed that this recoding within the striatum can chunk the representations of motor and cognitive action sequences so that they can be implemented as performance units. This scheme generalizes Miller's notion of information chunking to action control. The formation and the efficient implementation of action chunks are viewed as being based on predictive signals.  It is suggested that information chunking provides a mechanism for the acquisition and the expression of action repertoires that without such information compression would be biologically unwieldy or difficult to implement. The learning and memory functions of the basal ganglia are thus seen as core features of the basal ganglia's influence on motor and cognitive pattern generators.,10.1006/nlme.1998.3843
0,How the brain selects appropriate sensory inputs and suppresses distractors is unknown. Given the well-established role of the prefrontal cortex (PFC) in executive function its interactions with sensory cortical areas during attention have been hypothesized to control sensory selection. To test this idea and more  generally dissect the circuits underlying sensory selection we developed a cross-modal divided-attention task in mice that allowed genetic access to this cognitive process. By optogenetically perturbing PFC function in a temporally precise window the ability of mice to select appropriately between conflicting visual and auditory stimuli was diminished. Equivalent sensory thalamocortical manipulations showed that behaviour was causally dependent on PFC interactions with the sensory thalamus not sensory cortex. Consistent with this notion we found neurons of the visual thalamic reticular nucleus (visTRN) to exhibit PFC-dependent changes in firing rate predictive of the modality selected. visTRN  activity was causal to performance as confirmed by bidirectional optogenetic manipulations of this subnetwork. Using a combination of electrophysiology and intracellular chloride photometry we demonstrated that visTRN dynamically controls visual thalamic gain through feedforward inhibition. Our experiments introduce a new subcortical model of sensory selection in which the PFC biases thalamic reticular subnetworks to control thalamic sensory gain selecting appropriate inputs for further processing.,10.1038/nature15398
0,Cortical activity involves large populations of neurons even when it is limited  to functionally coherent areas. Electrophysiological recordings on the other hand involve comparatively small neural ensembles even when modern-day techniques are used. Here we review results which have started to fill the gap between these two scales of inquiry by shedding light on the statistical distributions of activity in large populations of cells. We put our main focus on data recorded in awake animals that perform simple decision-making tasks and consider statistical distributions of activity throughout cortex across sensory associative and motor areas. We transversally review the complexity of these distributions from distributions of firing rates and metrics of spike-train structure through distributions of tuning to stimuli or actions and of choice signals and finally the dynamical evolution of neural population activity and the distributions of (pairwise) neural interactions. This approach reveals shared patterns of statistical organization across cortex including: (i) long-tailed distributions of activity where quasi-silence seems to be the rule for a majority of neurons; that are barely distinguishable between spontaneous and active states; (ii) distributions of tuning parameters for sensory (and motor) variables which show an extensive extrapolation and fragmentation of their representations in the periphery; and (iii) population-wide dynamics that reveal  rotations of internal representations over time whose traces can be found both in stimulus-driven and internally generated activity. We discuss how these insights are leading us away from the notion of discrete classes of cells and are acting as powerful constraints on theories and models of cortical organization and population coding.,10.1016/j.pneurobio.2012.09.004
0,Slow-wave sleep (SWS) is important for memory consolidation. During sleep neural patterns reflecting previously acquired information are replayed. One possible reason for this is that such replay exchanges information between hippocampus and neocortex supporting consolidation. We recorded neuron ensembles in the rat medial prefrontal cortex (mPFC) to study memory trace reactivation during SWS following learning and execution of cross-modal strategy shifts. In general reactivation of learning-related patterns occurred in distinct highly synchronized transient bouts mostly simultaneous with hippocampal sharp wave/ripple complexes (SPWRs) when hippocampal ensemble reactivation and cortico-hippocampal interaction is enhanced. During sleep following learning of a new rule mPFC neural patterns that appeared during response selection replayed prominently coincident with hippocampal SPWRs. This was learning dependent as the patterns appeared only after rule acquisition. Therefore learning or the resulting reliable reward influenced which patterns were most strongly encoded and successively reactivated in the hippocampal/prefrontal network.,10.1038/nn.2337
0,,10.1113/jphysiol.1962.sp006837
0,Intelligent behavior demands not only multiple forms of spatial representation but also coordination among the brain regions mediating those representations. Retrosplenial cortex is densely interconnected with the majority of cortical and  subcortical brain structures that register an animal's position in multiple internal and external spatial frames of reference. This unique anatomy suggests that it functions to integrate distinct forms of spatial information and provides an interface for transformations between them. Evidence for this was found in rats traversing two different routes placed at different environmental locations. Retrosplenial ensembles robustly encoded conjunctions of progress through the current route position in the larger environment and the left versus right turning behavior of the animal. Thus the retrosplenial cortex has the requisite  dynamics to serve as an intermediary between brain regions generating different forms of spatial mapping a result that is consistent with navigational and episodic memory impairments following damage to this region in humans.,10.1038/nn.4058
0,Theoretical models have long pointed to the dentate gyrus as a possible source of neuronal pattern separation. In agreement with predictions from these models we  show that minimal changes in the shape of the environment in which rats are exploring can substantially alter correlated activity patterns among place-modulated granule cells in the dentate gyrus. When the environments are made more different new cell populations are recruited in CA3 but not in the dentate gyrus. These results imply a dual mechanism for pattern separation in which signals from the entorhinal cortex can be decorrelated both by changes in coincidence patterns in the dentate gyrus and by recruitment of nonoverlapping cell assemblies in CA3.,10.1126/science.1135801
0,Episodic memories initially require rapid synaptic plasticity within the hippocampus for their formation and are gradually consolidated in neocortical networks for permanent storage. However the engrams and circuits that support neocortical memory consolidation have thus far been unknown. We found that neocortical prefrontal memory engram cells which are critical for remote contextual fear memory were rapidly generated during initial learning through inputs from both the hippocampal-entorhinal cortex network and the basolateral amygdala. After their generation the prefrontal engram cells with support from  hippocampal memory engram cells became functionally mature with time. Whereas hippocampal engram cells gradually became silent with time engram cells in the basolateral amygdala which were necessary for fear memory were maintained. Our  data provide new insights into the functional reorganization of engrams and circuits underlying systems consolidation of memory.,10.1126/science.aam6808
0,,10.1523/jneurosci.0365-09.2009
0,,10.1016/0006-8993(94)91229-7
0,The nigrostriatal dopamine (DA) system is sexually dimorphic. In female but not male rats striatal DA activity is modulated by gonadal steroid hormones. Ovariectomy (OVX) decreases striatal DA release and turnover. Estrogen replacement restores the response to that of the intact female in estrus. In contrast castration (CAST) of male rats has no effect on the stimulated release  of DA from striatal tissue. This report addresses the question: Does estrogen act directly on the striatum to induce changes in DA release? Physiological concentrations of 17 beta-estradiol and other steroids or a nonsteroidal estrogen analog were applied directly to striatal tissue maintained in an in vitro superfusion system. The effect of hormonal treatments on the responsiveness of striatal DA terminals to stimulation was examined in tissue from OVX females and  intact and CAST male rats. The results are summarized as follows: (1) Infusion of 17 beta-estradiol (p less than 0.01) and diethylstilbestrol (p less than 0.05) increased amphetamine (AMPH)-stimulated striatal DA release from striatal tissue  of OVX female rats compared with the effect of cholesterol. 17 alpha-Estradiol also tended to potentiate the striatal DA response to AMPH but this result was not statistically significant (p less than 0.062). 17 beta-Estradiol had no effect on AMPH-stimulated DA release from striatal tissue of intact male rats. (2) The KCl-stimulated release of DA from striatal tissue of OVX rats exposed in  vitro to 100 pg/ml 17 beta-estradiol (a physiological dose) was significantly greater (p less than 0.05) than the response after exposure to vehicle.(ABSTRACT  TRUNCATED AT 250 WORDS),10.1002/syn.890050211
0,,10.1038/547162e
0,Estradiol was previously reported to increase striatal D(2) receptor density. The following experiments investigated the contribution of each estrogen receptor in  estradiol modulation of D(2) receptors. Ovariectomized Sprague-Dawley rats were treated for 2 weeks with an agonist for ERalpha 44'4''-(4-propyl-[1H]-pyrazole-135-triyl)trisphenol (PPT) an agonist for ERbeta 23-bis(4-hydroxyphenyl)-propionitrile (DPN) and compared to estradiol treatment. Ovariectomy decreased D(2) agonist and antagonist striatal binding sites specific binding was measured using [(3)H]quinpirole and [(3)H]spiperone.  Estradiol prevented this decrease while DPN but not PPT mimicked the estradiol increase of D(2) receptor specific binding. In the nucleus accumbens ovariectomy decreased [(3)H]quinpirole specific binding in the core and left the shell unchanged. Similarly estradiol and DPN but not PPT prevented this decrease. Neither ovariectomy nor treatments affected [(3)H]spiperone specific binding in this area. In the olfactory tubercle neither ovariectomy nor treatments changed  D(2) receptor binding. Finally both ovariectomy and treatments did not affect D(2L) D(2S) mRNA and D(2L)/D(2S) ratios measured by semi-quantitative RT-PCR. The present results show for the first time that an ERbeta agonist treatment modulates D(2) receptors and suggest that ERbeta is involved in the estradiol modulation of D(2) receptors.,10.1016/j.neuropharm.2005.10.004
0,The cortical microcircuit is built with recurrent excitatory connections and it  has long been suggested that the purpose of this design is to enable intrinsically driven reverberating activity. To understand the dynamics of neocortical intrinsic activity better we performed two-photon calcium imaging of populations of neurons from the primary visual cortex of awake mice during visual stimulation and spontaneous activity. In both conditions cortical activity is dominated by coactive groups of neurons forming ensembles whose activation cannot be explained by the independent firing properties of their contributing neurons considered in isolation. Moreover individual neurons flexibly join multiple ensembles vastly expanding the encoding potential of the circuit. Intriguingly the same coactive ensembles can repeat spontaneously and in response to visual stimuli indicating that stimulus-evoked responses arise from  activating these intrinsic building blocks. Although the spatial properties of stimulus-driven and spontaneous ensembles are similar spontaneous ensembles are  active at random intervals whereas visually evoked ensembles are time-locked to  stimuli. We conclude that neuronal ensembles built by the coactivation of flexible groups of neurons are emergent functional units of cortical activity and propose that visual stimuli recruit intrinsically generated ensembles to represent visual attributes.,10.1073/pnas.1406077111
0,Thinking allows an animal to take an effective action in a novel situation based  on a mental exploration of possibilities and previous knowledge. We describe a model animal with a neural system based loosely on the rodent hippocampus which performs mental exploration to find a useful route in a spatial world it has previously learned. It then mentally recapitulates the chosen route and this intent is converted to motor acts that move the animal physically along the route. The modeling is based on spiking neurons with spike-frequency adaptation.  Adaptation causes the continuing evolution in the pattern of neural activity that is essential to mental exploration. A successful mental exploration is remembered through spike-timing-dependent synaptic plasticity. The system is also an episodic memory for an animal chiefly concerned with locations.,10.1073/pnas.0913991107
0,,10.1016/s0896-6273(03)00255-1
0,The progressive escalation of psychomotor responses that results from repeated cocaine administration is termed sensitization. This phenomenon alters the intrinsic properties of dopamine (DA) neurons from the ventral tegmental area (VTA) leading to enhanced dopaminergic transmission in the mesocorticolimbic network. The mechanisms underlying this augmented excitation are nonetheless poorly understood. DA neurons display the hyperpolarization-activated nonselective cation current dubbed Ih We recently demonstrated that Ih and membrane capacitance are substantially reduced in VTA DA cells from cocaine-sensitized rats. The present study shows that 7 days of cocaine withdrawal did not normalize Ih and capacitance. In cells from cocaine-sensitized animals the amplitude of excitatory synaptic potentials at -70 mV was ∼39% larger in contrast to controls. Raise and decay phases of the synaptic signal were faster under cocaine a result associated with a reduced membrane time constant. Synaptic summation was paradoxically elevated by cocaine exposure as it consisted of a significantly reduced summation indexed but a considerably increased depolarization. These effects are at least a consequence of the reduced capacitance. Ih attenuation is unlikely to explain such observations since at -70 mV no statistical differences exist in Ih or input resistance. The neuronal  shrinkage associated with a diminished capacitance may help to understand two fundamental elements of drug addiction: incentive sensitization and negative emotional states. A reduced cell size may lead to substantial enhancement of cue-triggered bursting which underlies drug craving and reward anticipation whereas it could also result in DA depletion as smaller neurons might express low levels of tyrosine hydroxylase.NEW & NOTEWORTHY: This work uses a new approach that directly extracts important biophysical parameters from alpha function-evoked synaptic potentials. Two of these parameters are the cell membrane capacitance (Cm) and rate at any time point of the synaptic waveform. The use of such methodology shows that cocaine sensitization reduces Cm and increases the speed of synaptic signaling. Paradoxically although synaptic potentials show a faster decay under cocaine their temporal summation is substantially elevated.,10.1152/jn.00465.2016
0,Many animals navigate using a combination of visual landmarks and path integration. In mammalian brains head direction cells integrate these two streams of information by representing an animal's heading relative to landmarks yet maintaining their directional tuning in darkness based on self-motion cues. Here we use two-photon calcium imaging in head-fixed Drosophila melanogaster walking on a ball in a virtual reality arena to demonstrate that landmark-based orientation and angular path integration are combined in the population responses of neurons whose dendrites tile the ellipsoid body a toroidal structure in the centre of the fly brain. The neural population encodes the fly's azimuth relative to its environment tracking visual landmarks when available and relying on self-motion cues in darkness. When both visual and self-motion cues are absent a representation of the animal's orientation is maintained in this network through  persistent activity a potential substrate for short-term memory. Several features of the population dynamics of these neurons and their circular anatomical arrangement are suggestive of ring attractors network structures that have been proposed to support the function of navigational brain circuits.,10.1038/nature14446
0,Analogous to learning and memory storage long-term potentiation (LTP) is divided into induction and maintenance phases. Testing the hypothesis that the mechanism  of LTP maintenance stores information requires reversing this mechanism in vivo and finding out whether long-term stored information is lost. This was not previously possible. Recently however persistent phosphorylation by the atypical protein kinase C isoform protein kinase Mzeta (PKMz) has been found to maintain late LTP in hippocampal slices. Here we show that a cell-permeable PKMz inhibitor injected in the rat hippocampus both reverses LTP maintenance in vivo and produces persistent loss of 1-day-old spatial information. Thus the mechanism maintaining LTP sustains spatial memory.,10.1126/science.1128657
0,The ventral hippocampus unlike its dorsal counterpart is required for anxiety-like behavior. The means by which it acts are unknown. We hypothesized that the hippocampus synchronizes with downstream targets that influence anxiety such as the medial prefrontal cortex (mPFC). To test this hypothesis we recorded mPFC and hippocampal activity in mice exposed to two anxiogenic arenas. Theta-frequency activity in the mPFC and ventral but not dorsal hippocampus was highly correlated at baseline and this correlation increased in both anxiogenic  environments. Increases in mPFC theta power predicted avoidance of the aversive compartments of each arena and were larger in serotonin 1A receptor knockout mice a genetic model of increased anxiety-like behavior. These results suggest a role for theta-frequency synchronization between the ventral hippocampus and the  mPFC in anxiety. They are consistent with the notion that such synchronization is a general mechanism by which the hippocampus communicates with downstream structures of behavioral relevance.,10.1016/j.neuron.2009.12.002
0,The need to sleep grows with the duration of wakefulness and dissipates with time spent asleep a process called sleep homeostasis. What are the consequences of staying awake on brain cells and why is sleep needed? Surprisingly we do not know whether the firing of cortical neurons is affected by how long an animal has been awake or asleep. Here we found that after sustained wakefulness cortical neurons fire at higher frequencies in all behavioral states. During early NREM sleep after sustained wakefulness periods of population activity (ON) are short frequent and associated with synchronous firing while periods of neuronal silence are long and frequent. After sustained sleep firing rates and synchrony  decrease while the duration of ON periods increases. Changes in firing patterns  in NREM sleep correlate with changes in slow-wave activity a marker of sleep homeostasis. Thus the systematic increase of firing during wakefulness is counterbalanced by staying asleep.,10.1016/j.neuron.2009.08.024
0,Fragile X syndrome (FXS) patients do not make the fragile X mental retardation protein (FMRP). The absence of FMRP causes dysregulated translation abnormal synaptic plasticity and the most common form of inherited intellectual disability. But FMRP loss has minimal effects on memory itself making it difficult to understand why the absence of FMRP impairs memory discrimination and increases risk of autistic symptoms in patients such as exaggerated responses to environmental changes. While Fmr1 knockout (KO) and wild-type (WT) mice perform cognitive discrimination tasks we find abnormal patterns of coupling between theta and gamma oscillations in perisomatic and dendritic hippocampal CA1 local field potentials of the KO. Perisomatic CA1 theta-gamma phase-amplitude coupling  (PAC) decreases with familiarity in both the WT and KO but activating an invisible shock zone subsequently changing its location or turning it off changes the pattern of oscillatory events in the LFPs recorded along the somato-dendritic axis of CA1. The cognition-dependent changes of this pattern of  neural activity are relatively constrained in WT mice compared to KO mice which  exhibit abnormally weak changes during the cognitive challenge caused by changing the location of the shock zone and exaggerated patterns of change when the shock  zone is turned off. Such pathophysiology might explain how dysregulated translation leads to intellectual disability in FXS. These findings demonstrate major functional abnormalities after the loss of FMRP in the dynamics of neural oscillations and that these impairments would be difficult to detect by steady-state measurements with the subject at rest or in steady conditions.,10.1016/j.nbd.2016.01.003
0,During spatial navigation neural activity in the hippocampus and the medial entorhinal cortex (MEC) is correlated to navigational variables such as location head direction speed and proximity to boundaries. These activity patterns are thought to provide a map-like representation of physical space. However the hippocampal-entorhinal circuit is involved not only in spatial navigation but also in a variety of memory-guided behaviours. The relationship between this general function and the specialized spatial activity patterns is unclear. A conceptual framework reconciling these views is that spatial representation is just one example of a more general mechanism for encoding continuous task-relevant variables. Here we tested this idea by recording from hippocampal and entorhinal neurons during a task that required rats to use a joystick to manipulate sound along a continuous frequency axis. We found neural representation of the entire behavioural task including activity that formed discrete firing fields at particular sound frequencies. Neurons involved in this  representation overlapped with the known spatial cell types in the circuit such  as place cells and grid cells. These results suggest that common circuit mechanisms in the hippocampal-entorhinal system are used to represent diverse behavioural tasks possibly supporting cognitive processes beyond spatial navigation.,10.1038/nature21692
0,Recent work has shown that thalamocortical (TC) inputs can be plastic after the developmental critical period has closed but the mechanism that enables re-establishment of plasticity is unclear. Here we find that long-term potentiation (LTP) at TC inputs is transiently restored in spared barrel cortex following either a unilateral infra-orbital nerve (ION) lesion unilateral whisker trimming or unilateral ablation of the rodent barrel cortex. Restoration of LTP is associated with increased potency at TC input and reactivates anatomical map plasticity induced by whisker follicle ablation. The reactivation  of TC LTP is accompanied by reappearance of silent synapses. Both LTP and silent  synapse formation are preceded by transient re-expression of synaptic GluN2B-containing N-methyl-D-aspartate (NMDA) receptors which are required for the reappearance of TC plasticity. These results clearly demonstrate that peripheral sensory deprivation reactivates synaptic plasticity in the mature layer 4 barrel cortex with features similar to the developmental critical period.,10.1016/j.celrep.2017.06.018
0,Neural computation is inescapably closed-loop: the nervous system processes sensory signals to shape motor output and motor output consequently shapes sensory input. Technological advances have enabled neuroscientists to close open and alter feedback loops in a wide range of experimental preparations. The  experimental capability of manipulating the topology-that is how information can flow between subsystems-provides new opportunities to understand the mechanisms and computations underlying behavior. These experiments encompass a spectrum of approaches from fully open-loop restrained preparations to the fully closed-loop character of free behavior. Control theory and system identification provide a clear computational framework for relating these experimental approaches. We describe recent progress and new directions for translating experiments at one level in this spectrum to predictions at another level. Operating across this spectrum can reveal new understanding of how low-level neural mechanisms relate to high-level function during closed-loop behavior.,10.1016/j.conb.2013.11.005
0,During much of sleep cortical neurons undergo near-synchronous slow oscillation  cycles in membrane potential which give rise to the largest spontaneous waves observed in the normal electroencephalogram (EEG). Slow oscillations underlie characteristic features of the sleep EEG such as slow waves and spindles. Here we show that in sleeping subjects slow waves and spindles can be triggered noninvasively and reliably by transcranial magnetic stimulation (TMS). With appropriate stimulation parameters each TMS pulse at <1 Hz evokes an individual high-amplitude slow wave that originates under the coil and spreads over the cortex. TMS triggering of slow waves reveals intrinsic bistability in thalamocortical networks during non-rapid eye movement sleep. Moreover evoked slow waves lead to a deepening of sleep and to an increase in EEG slow-wave activity (0.5-4.5 Hz) which is thought to play a role in brain restoration and memory consolidation.,10.1073/pnas.0702495104
0,A long-standing conjecture in neuroscience is that aspects of cognition depend on the brain's ability to self-generate sequential neuronal activity. We found that  reliably and continually changing cell assemblies in the rat hippocampus appeared not only during spatial navigation but also in the absence of changing environmental or body-derived inputs. During the delay period of a memory task each moment in time was characterized by the activity of a particular assembly of neurons. Identical initial conditions triggered a similar assembly sequence whereas different conditions gave rise to different sequences thereby predicting behavioral choices including errors. Such sequences were not formed in control (nonmemory) tasks. We hypothesize that neuronal representations evolved for encoding distance in spatial navigation also support episodic recall and the planning of action sequences.,10.1126/science.1159775
0,,10.1023/a:1008921114108
0,Sex pheromones have been shown to constitute a crucial aspect of salamander reproduction. Until now courtship pheromones of Salamandridae and Plethodontidae have been intensively studied but information on chemical communication in other urodelan families is essentially lacking. The axolotl (Ambystoma mexicanum Ambystomatidae) has a courtship display that suggests a key role for chemical communication in the orchestration of its sexual behavior but no sex pheromones  have yet been characterized from this species. Here we combined whole transcriptome analyses of the male cloaca with proteomic analyses of water in which axolotls were allowed to court to show that male axolotls secrete multiple  ca. 20 kDa glycosylated sodefrin precursor-like factor (SPF) proteins during courtship. In combination with phylogenetic analyses our data show that the male cloaca essentially secretes a courtship-specific clade of SPF proteins that is orthologous to salamandrid courtship pheromones. In addition we identified an SPF protein for which no orthologs have been described from other salamanders so  far. Overall our study advocates a central role for SPF proteins during the courtship display of axolotls and adds knowledge on pheromone use in a previously unexplored deep evolutionary branch of salamander evolution.,10.1038/srep20184
0,,10.1523/jneurosci.2915-09.2009
0,The prefrontal cortex is a critical neuroanatomical hub for controlling motivated behaviours across mammalian species. In addition to intra-cortical connectivity  prefrontal projection neurons innervate subcortical structures that contribute to reward-seeking behaviours such as the ventral striatum and midline thalamus. While connectivity among these structures contributes to appetitive behaviours how projection-specific prefrontal neurons encode reward-relevant information to  guide reward seeking is unknown. Here we use in vivo two-photon calcium imaging to monitor the activity of dorsomedial prefrontal neurons in mice during an appetitive Pavlovian conditioning task. At the population level these neurons display diverse activity patterns during the presentation of reward-predictive cues. However recordings from prefrontal neurons with resolved projection targets reveal that individual corticostriatal neurons show response tuning to reward-predictive cues such that excitatory cue responses are amplified across learning. By contrast corticothalamic neurons gradually develop new primarily inhibitory responses to reward-predictive cues across learning. Furthermore bidirectional optogenetic manipulation of these neurons reveals that stimulation  of corticostriatal neurons promotes conditioned reward-seeking behaviour after learning while activity in corticothalamic neurons suppresses both the acquisition and expression of conditioned reward seeking. These data show how prefrontal circuitry can dynamically control reward-seeking behaviour through the opposing activities of projection-specific cell populations.,10.1038/nature21376
